  1.080000      0.000000     0.1407462E-01  0.000000      0.000000    
  1.440000     0.1418463     0.7276396E-02 0.2703407E-02 0.2722672E-01
  1.800000     0.1503869E-01 0.8110760E-02 0.1762826E-02 0.1674562    
  2.160000     -.2377922E-01 0.1407446E-01 -.5105691E-02 0.3067318    
  2.520000     -.3257719E-01 0.3829200E-01 -.8634082E-02 0.3786208    
