 0.1500000     -.4904319E-02 0.1407462E-01 -.1327039E-02 0.3865513    
 0.2500000     -.2193146E-01 0.7276396E-02 -.6166984E-02 0.4017050    
 0.3500000     -.3123316E-01 0.8110760E-02 -.9295756E-02 0.4251779    
 0.4500000     -.5092863E-01 0.1407446E-01 -.1600400E-01 0.4489195    
 0.5500000     -.5948037E-01 0.3829200E-01 -.1957908E-01 0.4702410    
